Date,Open,High,Low,Close,Volume,Adj. Close*
30-Aug-68,67.87,68.75,67.87,68.00,26300,0.00
29-Aug-68,67.50,67.75,67.12,67.62,15200,0.00
27-Aug-68,67.25,67.87,67.12,67.50,15500,0.00
26-Aug-68,67.12,68.00,67.12,67.25,16400,0.00
23-Aug-68,66.12,67.00,66.12,67.00,14100,0.00
22-Aug-68,66.00,67.12,65.75,65.75,16200,0.00
20-Aug-68,65.50,66.00,65.12,66.00,11100,0.00
19-Aug-68,65.12,65.50,65.00,65.50,10500,0.00
16-Aug-68,64.87,65.37,64.12,65.12,15200,0.00
15-Aug-68,64.50,64.87,64.50,64.87,10900,0.00
13-Aug-68,65.00,65.12,64.25,64.37,12000,0.00
12-Aug-68,64.37,65.00,64.00,65.00,12800,0.00
9-Aug-68,63.50,64.62,63.25,64.37,13300,0.00
8-Aug-68,64.12,64.12,63.50,63.50,18700,0.00
6-Aug-68,63.88,64.25,63.88,64.25,3700,0.00
5-Aug-68,64.25,64.75,63.75,63.88,10300,0.00
2-Aug-68,64.62,64.62,63.75,64.25,13600,0.00
1-Aug-68,65.00,65.37,64.50,65.12,12700,0.00
30-Jul-68,64.37,65.00,64.37,65.00,13600,0.00
29-Jul-68,64.12,64.87,64.12,64.37,36100,0.00
26-Jul-68,62.75,64.00,62.75,63.88,22800,0.00
25-Jul-68,64.75,64.75,62.50,62.75,24500,0.00
23-Jul-68,65.00,65.00,63.50,64.75,32700,0.00
22-Jul-68,67.50,67.87,65.50,65.50,22300,0.00
19-Jul-68,67.87,67.87,67.25,67.50,23800,0.00
18-Jul-68,68.37,68.37,67.75,67.87,28100,0.00
16-Jul-68,69.12,69.12,68.37,68.50,26300,0.00
15-Jul-68,69.75,70.00,69.50,69.50,19400,0.00
12-Jul-68,69.37,69.87,69.37,69.75,13700,0.00
11-Jul-68,69.75,70.62,69.00,69.00,31100,0.00
9-Jul-68,69.25,70.00,69.25,69.75,17300,0.00
8-Jul-68,68.25,69.37,68.25,68.75,24500,0.00
3-Jul-68,67.50,68.00,67.50,67.87,12200,0.00
2-Jul-68,66.75,67.87,66.75,67.37,19800,0.00
1-Jul-68,67.25,67.75,66.75,66.75,40600,0.00
28-Jun-68,68.50,68.50,67.00,67.25,20200,0.00
27-Jun-68,67.37,68.87,67.12,68.75,20500,0.00
25-Jun-68,67.12,67.37,67.00,67.37,13600,0.00
24-Jun-68,67.37,67.62,66.75,67.12,20900,0.00
21-Jun-68,68.87,68.87,67.25,67.37,18700,0.00
20-Jun-68,69.12,69.37,68.75,68.87,21100,0.00
18-Jun-68,69.25,69.50,68.75,69.12,18300,0.00
17-Jun-68,69.50,69.50,69.00,69.25,15900,0.00
14-Jun-68,69.62,70.00,69.12,69.50,18300,0.00
13-Jun-68,70.25,70.75,69.62,69.62,23000,0.00
11-Jun-68,70.25,71.00,70.25,70.25,16900,0.00
10-Jun-68,71.87,71.87,70.25,70.25,22800,0.00
7-Jun-68,72.75,73.50,71.75,71.87,13900,0.00
6-Jun-68,72.50,72.87,72.00,72.75,13700,0.00
5-Jun-68,74.00,75.75,72.50,72.50,21400,0.00
4-Jun-68,73.12,74.00,73.12,74.00,21400,0.00
3-Jun-68,70.12,72.75,70.12,72.37,15500,0.00
31-May-68,69.25,70.00,69.25,69.62,11200,0.00
29-May-68,68.87,69.00,68.12,69.00,12800,0.00
28-May-68,68.87,69.00,67.75,68.87,23300,0.00
27-May-68,68.75,68.87,68.00,68.87,10200,0.00
24-May-68,68.37,68.75,67.87,68.75,11400,0.00
23-May-68,68.75,68.75,67.87,68.37,11700,0.00
22-May-68,69.25,69.50,68.75,69.00,13700,0.00
21-May-68,69.75,70.37,69.25,69.25,12200,0.00
20-May-68,70.00,70.00,68.00,69.75,10900,0.00
13-Feb-62,58.75,59.13,58.75,58.88,9800,0.00
12-Feb-62,58.25,58.38,58.13,58.13,2700,0.00
9-Feb-62,58.88,59.25,58.25,58.25,5300,0.00
8-Feb-62,59.13,59.38,58.50,58.88,8100,0.00
7-Feb-62,58.88,59.50,58.88,59.13,7200,0.00
6-Feb-62,59.13,59.13,58.25,58.75,6400,0.00
5-Feb-62,59.50,59.88,59.50,59.50,11400,0.00
2-Feb-62,59.38,59.75,59.00,59.13,4800,0.00
1-Feb-62,59.63,59.63,58.75,59.38,10600,0.00
31-Jan-62,59.88,60.00,59.63,59.75,8700,0.00
30-Jan-62,59.38,59.88,59.38,59.88,4800,0.00
29-Jan-62,59.38,59.75,59.13,59.25,6700,0.00
26-Jan-62,59.13,59.38,59.13,59.38,5900,0.00
25-Jan-62,59.75,59.88,59.13,59.13,5900,0.00
24-Jan-62,60.13,60.13,58.50,59.75,7200,0.00
23-Jan-62,60.50,61.13,60.13,60.13,5500,0.00
22-Jan-62,60.50,61.38,60.50,60.50,10900,0.00
19-Jan-62,60.00,60.63,60.00,60.25,10200,0.00
18-Jan-62,60.00,60.00,60.00,60.00,14100,0.00
17-Jan-62,60.00,60.25,60.00,60.00,12500,0.00
16-Jan-62,60.50,60.50,60.00,60.00,4400,0.00
15-Jan-62,61.50,61.50,60.75,60.75,10200,0.00
12-Jan-62,63.50,63.63,62.00,62.00,4200,0.00
11-Jan-62,63.63,63.63,63.25,63.50,4400,0.00
10-Jan-62,63.75,64.00,63.50,63.88,5500,0.00
9-Jan-62,64.00,65.00,63.75,63.75,10200,0.00
8-Jan-62,66.00,66.00,63.50,64.00,14700,0.00
5-Jan-62,66.37,66.75,66.12,66.25,11100,0.00
4-Jan-62,66.37,66.87,66.37,66.37,12700,0.00
3-Jan-62,65.37,66.37,65.25,66.37,11700,0.00
2-Jan-62,65.37,65.75,65.37,65.37,8700,0.00
